"","","","E","","","","E","","","","E","","","","E"
"Trichogramma","brevicapillum","","WTT","Trichogramma","brevicapillum","","WTT","Trichogramma","brevicapillum","","WTT","Trichogramma","brevicapillum","","WTT"
"Trichogramma","breviciliata","","WTT","Trichogramma","breviciliata","","WTT","Trichogramma","breviciliata","","WTT","Trichogramma","breviciliata","","WTT"
"Trichogramma","browningi","","WTT","Trichogramma","browningi","","WTT","Trichogramma","browningi","","WTT","Trichogramma","browningi","","WTT"
"Trichogramma","bruni","","WTT","Trichogramma","bruni","","WTT","Trichogramma","bruni","","WTT","Trichogramma","bruni","","WTT"
"Trichogramma","buesi","","WTT","Trichogramma","buesi","","WTT","Trichogramma","buesi","","WTT","Trichogramma","buesi","","WTT"
"Trichogramma","buluti","","WTT","Trichogramma","buluti","","WTT","Trichogramma","buluti","","WTT","Trichogramma","buluti","","WTT"
"Trichogramma","cacaeciae","","WTT","Trichogramma","cacaeciae","","WTT","Trichogramma","cacaeciae","","WTT","Trichogramma","cacaeciae","","WTT"
"Trichogramma","californicum","","WTT","Trichogramma","californicum","","WTT","Trichogramma","californicum","","WTT","Trichogramma","californicum","","WTT"
"Trichogramma","canariense","","WTT","Trichogramma","canariense","","WTT","Trichogramma","canariense","","WTT","Trichogramma","canariense","","WTT"
"Trichogramma","carverae","","WTT","Trichogramma","carverae","","WTT","Trichogramma","carverae","","WTT","Trichogramma","carverae","","WTT"
"Trichogramma","castrense","","WTT","Trichogramma","castrense","","WTT","Trichogramma","castrense","","WTT","Trichogramma","castrense","","WTT"
"Trichogramma","cephalciae","","WTT","Trichogramma","cephalciae","","WTT","Trichogramma","cephalciae","","WTT","Trichogramma","cephalciae","","WTT"
"Trichogramma","chilonis","","WTT","Trichogramma","chilonis","","WTT","Trichogramma","chilonis","","WTT","Trichogramma","chilonis","","WTT"
"Trichogramma","chilotraeae","","WTT","Trichogramma","chilotraeae","","WTT","Trichogramma","chilotraeae","","WTT","Trichogramma","chilotraeae","","WTT"
"Trichogramma","chusniddini","","WTT","Trichogramma","chusniddini","","WTT","Trichogramma","chusniddini","","WTT","Trichogramma","chusniddini","","WTT"
"Trichogramma","closterae","","WTT","Trichogramma","closterae","","WTT","Trichogramma","closterae","","WTT","Trichogramma","closterae","","WTT"
"Trichogramma","colombiense","","WTT","Trichogramma","colombiense","","WTT","Trichogramma","colombiense","","WTT","Trichogramma","colombiense","","WTT"
"Trichogramma","convolvuli","","WTT","Trichogramma","convolvuli","","WTT","Trichogramma","convolvuli","","WTT","Trichogramma","convolvuli","","WTT"
"Trichogramma","cordubense","","WTT","Trichogramma","cordubense","","WTT","Trichogramma","cordubense","","WTT","Trichogramma","cordubense","","WTT"
"Trichogramma","cuttackense","","WTT","Trichogramma","cuttackense","","WTT","Trichogramma","cuttackense","","WTT","Trichogramma","cuttackense","","WTT"
"Trichogramma","danaidiphagum","","WTT","Trichogramma","danaidiphagum","","WTT","Trichogramma","danaidiphagum","","WTT","Trichogramma","danaidiphagum","","WTT"
"Trichogramma","danausicida","","WTT","Trichogramma","danausicida","","WTT","Trichogramma","danausicida","","WTT","Trichogramma","danausicida","","WTT"
"Trichogramma","danubiense","","WTT","Trichogramma","danubiense","","WTT","Trichogramma","danubiense","","WTT","Trichogramma","danubiense","","WTT"
"Trichogramma","daumalae","","WTT","Trichogramma","daumalae","","WTT","Trichogramma","daumalae","","WTT","Trichogramma","daumalae","","WTT"
"Trichogramma","deion","","WTT","Trichogramma","deion","","WTT","Trichogramma","deion","","WTT","Trichogramma","deion","","WTT"
"Trichogramma","demoraesi","","WTT","Trichogramma","demoraesi","","WTT","Trichogramma","demoraesi","","WTT","Trichogramma","demoraesi","","WTT"
"Trichogramma","dendrolimi","","WTT","Trichogramma","dendrolimi","","WTT","Trichogramma","dendrolimi","","WTT","Trichogramma","dendrolimi","","WTT"
"Trichogramma","diazi","","WTT","Trichogramma","diazi","","WTT","Trichogramma","diazi","","WTT","Trichogramma","diazi","","WTT"
"Trichogramma","dissimile","","WTT","Trichogramma","dissimile","","WTT","Trichogramma","dissimile","","WTT","Trichogramma","dissimile","","WTT"
"Trichogramma","distinctum","","WTT","Trichogramma","distinctum","","WTT","Trichogramma","distinctum","","WTT","Trichogramma","distinctum","","WTT"
"Trichogramma","drepanophorum","","WTT","Trichogramma","drepanophorum","","WTT","Trichogramma","drepanophorum","","WTT","Trichogramma","drepanophorum","","WTT"
"Trichogramma","embryophagum","","WTT","Trichogramma","embryophagum","","WTT","Trichogramma","embryophagum","","WTT","Trichogramma","embryophagum","","WTT"
"Trichogramma","erosicorne","","WTT","Trichogramma","erosicorne","","WTT","Trichogramma","erosicorne","","WTT","Trichogramma","erosicorne","","WTT"
"Trichogramma","esalqueanum","","WTT","Trichogramma","esalqueanum","","WTT","Trichogramma","esalqueanum","","WTT","Trichogramma","esalqueanum","","WTT"
"Trichogramma","euproctidis","","WTT","Trichogramma","euproctidis","","WTT","Trichogramma","euproctidis","","WTT","Trichogramma","euproctidis","","WTT"
"Trichogramma","evanescens","","WTT","Trichogramma","evanescens","","WTT","Trichogramma","evanescens","","WTT","Trichogramma","evanescens","","WTT"
"Trichogramma","exiguum","","WTT","Trichogramma","exiguum","","WTT","Trichogramma","exiguum","","WTT","Trichogramma","exiguum","","WTT"
"Trichogramma","fasciatum","","WTT","Trichogramma","fasciatum","","WTT","Trichogramma","fasciatum","","WTT","Trichogramma","fasciatum","","WTT"
"Trichogramma","flandersi","","WTT","Trichogramma","flandersi","","WTT","Trichogramma","flandersi","","WTT","Trichogramma","flandersi","","WTT"
"Trichogramma","flavum","","WTT","Trichogramma","flavum","","WTT","Trichogramma","flavum","","WTT","Trichogramma","flavum","","WTT"
"Trichogramma","forcipiforme","","WTT","Trichogramma","forcipiforme","","WTT","Trichogramma","forcipiforme","","WTT","Trichogramma","forcipiforme","","WTT"
"Trichogramma","fuentesi","","WTT","Trichogramma","fuentesi","","WTT","Trichogramma","fuentesi","","WTT","Trichogramma","fuentesi","","WTT"
"Trichogramma","funestum","","WTT","Trichogramma","funestum","","WTT","Trichogramma","funestum","","WTT","Trichogramma","funestum","","WTT"
"Trichogramma","funiculatum","","WTT","Trichogramma","funiculatum","","WTT","Trichogramma","funiculatum","","WTT","Trichogramma","funiculatum","","WTT"
"Trichogramma","galloi","","WTT","Trichogramma","galloi","","WTT","Trichogramma","galloi","","WTT","Trichogramma","galloi","","WTT"
"Trichogramma","georgia","!","WTT","Trichogramma","georgia","!","WTT","Trichogramma","georgia","!","WTT","Trichogramma","georgia","!","WTT"
"Trichogramma","gicai","","WTT","Trichogramma","gicai","","WTT","Trichogramma","gicai","","WTT","Trichogramma","gicai","","WTT"
"Trichogramma","guariquense","","WTT","Trichogramma","guariquense","","WTT","Trichogramma","guariquense","","WTT","Trichogramma","guariquense","","WTT"
"Trichogramma","hebbalensis","","WTT","Trichogramma","hebbalensis","","WTT","Trichogramma","hebbalensis","","WTT","Trichogramma","hebbalensis","","WTT"
"Trichogramma","hesperidis","","WTT","Trichogramma","hesperidis","","WTT","Trichogramma","hesperidis","","WTT","Trichogramma","hesperidis","","WTT"
"Trichogramma","ingricum","","WTT","Trichogramma","ingricum","","WTT","Trichogramma","ingricum","","WTT","Trichogramma","ingricum","","WTT"
"Trichogramma","inyoense","","WTT","Trichogramma","inyoense","","WTT","Trichogramma","inyoense","","WTT","Trichogramma","inyoense","","WTT"
"Trichogramma","iracildae","","WTT","Trichogramma","iracildae","","WTT","Trichogramma","iracildae","","WTT","Trichogramma","iracildae","","WTT"
"Trichogramma","itsybitsi","","WTT","Trichogramma","itsybitsi","","WTT","Trichogramma","itsybitsi","","WTT","Trichogramma","itsybitsi","","WTT"
"Trichogramma","ivelae","","WTT","Trichogramma","ivelae","","WTT","Trichogramma","ivelae","","WTT","Trichogramma","ivelae","","WTT"
"Trichogramma","jalmirezi","","WTT","Trichogramma","jalmirezi","","WTT","Trichogramma","jalmirezi","","WTT","Trichogramma","jalmirezi","","WTT"
"Trichogramma","japonicum","","WTT","Trichogramma","japonicum","","WTT","Trichogramma","japonicum","","WTT","Trichogramma","japonicum","","WTT"
"Trichogramma","julianoi","","WTT","Trichogramma","julianoi","","WTT","Trichogramma","julianoi","","WTT","Trichogramma","julianoi","","WTT"
"Trichogramma","kalkae","","WTT","Trichogramma","kalkae","","WTT","Trichogramma","kalkae","","WTT","Trichogramma","kalkae","","WTT"
"Trichogramma","kankerense","","WTT","Trichogramma","kankerense","","WTT","Trichogramma","kankerense","","WTT","Trichogramma","kankerense","","WTT"
"Trichogramma","kashmiricum","","WTT","Trichogramma","kashmiricum","","WTT","Trichogramma","kashmiricum","","WTT","Trichogramma","kashmiricum","","WTT"
"Trichogramma","kaykai","","WTT","Trichogramma","kaykai","","WTT","Trichogramma","kaykai","","WTT","Trichogramma","kaykai","","WTT"
"Trichogramma","kilinceri","","WTT","Trichogramma","kilinceri","","WTT","Trichogramma","kilinceri","","WTT","Trichogramma","kilinceri","","WTT"
"Trichogramma","koehleri","","WTT","Trichogramma","koehleri","","WTT","Trichogramma","koehleri","","WTT","Trichogramma","koehleri","","WTT"
"Trichogramma","kurosuae","","WTT","Trichogramma","kurosuae","","WTT","Trichogramma","kurosuae","","WTT","Trichogramma","kurosuae","","WTT"
"Trichogramma","lacustre","","WTT","Trichogramma","lacustre","","WTT","Trichogramma","lacustre","","WTT","Trichogramma","lacustre","","WTT"
"Trichogramma","lasallei","","WTT","Trichogramma","lasallei","","WTT","Trichogramma","lasallei","","WTT","Trichogramma","lasallei","","WTT"
"Trichogramma","lenae","","WTT","Trichogramma","lenae","","WTT","Trichogramma","lenae","","WTT","Trichogramma","lenae","","WTT"
"Trichogramma","leptoparameron","","WTT","Trichogramma","leptoparameron","","WTT","Trichogramma","leptoparameron","","WTT","Trichogramma","leptoparameron","","WTT"
"Trichogramma","leucaniae","","WTT","Trichogramma","leucaniae","","WTT","Trichogramma","leucaniae","","WTT","Trichogramma","leucaniae","","WTT"
"Trichogramma","lingulatum","","WTT","Trichogramma","lingulatum","","WTT","Trichogramma","lingulatum","","WTT","Trichogramma","lingulatum","","WTT"
"Trichogramma","lopezandinense","","WTT","Trichogramma","lopezandinense","","WTT","Trichogramma","lopezandinense","","WTT","Trichogramma","lopezandinense","","WTT"
"Trichogramma","maltbyi","","WTT","Trichogramma","maltbyi","","WTT","Trichogramma","maltbyi","","WTT","Trichogramma","maltbyi","","WTT"
"Trichogramma","mandelai","","WTT","Trichogramma","mandelai","","WTT","Trichogramma","mandelai","","WTT","Trichogramma","mandelai","","WTT"
"Trichogramma","manicobai","","WTT","Trichogramma","manicobai","","WTT","Trichogramma","manicobai","","WTT","Trichogramma","manicobai","","WTT"
"Trichogramma","manii","","WTT","Trichogramma","manii","","WTT","Trichogramma","manii","","WTT","Trichogramma","manii","","WTT"
"Trichogramma","maori","","WTT","Trichogramma","maori","","WTT","Trichogramma","maori","","WTT","Trichogramma","maori","","WTT"
"Trichogramma","marandobai","","WTT","Trichogramma","marandobai","","WTT","Trichogramma","marandobai","","WTT","Trichogramma","marandobai","","WTT"
"Trichogramma","margianum","","WTT","Trichogramma","margianum","","WTT","Trichogramma","margianum","","WTT","Trichogramma","margianum","","WTT"
"Trichogramma","marthae","","WTT","Trichogramma","marthae","","WTT","Trichogramma","marthae","","WTT","Trichogramma","marthae","","WTT"
"Trichogramma","marylandense","","WTT","Trichogramma","marylandense","","WTT","Trichogramma","marylandense","","WTT","Trichogramma","marylandense","","WTT"
"Trichogramma","maxacalii","","WTT","Trichogramma","maxacalii","","WTT","Trichogramma","maxacalii","","WTT","Trichogramma","maxacalii","","WTT"
"Trichogramma","minutum","","WTT","Trichogramma","minutum","","WTT","Trichogramma","minutum","","WTT","Trichogramma","minutum","","WTT"
"Trichogramma","mullensi","","WTT","Trichogramma","mullensi","","WTT","Trichogramma","mullensi","","WTT","Trichogramma","mullensi","","WTT"
"Trichogramma","mwanzai","","WTT","Trichogramma","mwanzai","","WTT","Trichogramma","mwanzai","","WTT","Trichogramma","mwanzai","","WTT"
"Trichogramma","nerudai","","WTT","Trichogramma","nerudai","","WTT","Trichogramma","nerudai","","WTT","Trichogramma","nerudai","","WTT"
"Trichogramma","neuropterae","","WTT","Trichogramma","neuropterae","","WTT","Trichogramma","neuropterae","","WTT","Trichogramma","neuropterae","","WTT"
"Trichogramma","niveiscapus","","WTT","Trichogramma","niveiscapus","","WTT","Trichogramma","niveiscapus","","WTT","Trichogramma","niveiscapus","","WTT"
"Trichogramma","nubilale","","WTT","Trichogramma","nubilale","","WTT","Trichogramma","nubilale","","WTT","Trichogramma","nubilale","","WTT"
"Trichogramma","offella","","WTT","Trichogramma","offella","","WTT","Trichogramma","offella","","WTT","Trichogramma","offella","","WTT"
"Trichogramma","okinawae","","WTT","Trichogramma","okinawae","","WTT","Trichogramma","okinawae","","WTT","Trichogramma","okinawae","","WTT"
"Trichogramma","oleae","","WTT","Trichogramma","oleae","","WTT","Trichogramma","oleae","","WTT","Trichogramma","oleae","","WTT"
"Trichogramma","ostriniae","","WTT","Trichogramma","ostriniae","","WTT","Trichogramma","ostriniae","","WTT","Trichogramma","ostriniae","","WTT"
"Trichogramma","pallidiventris","","WTT","Trichogramma","pallidiventris","","WTT","Trichogramma","pallidiventris","","WTT","Trichogramma","pallidiventris","","WTT"
"Trichogramma","papilionidis","","WTT","Trichogramma","papilionidis","","WTT","Trichogramma","papilionidis","","WTT","Trichogramma","papilionidis","","WTT"
"Trichogramma","papilionis","","WTT","Trichogramma","papilionis","","WTT","Trichogramma","papilionis","","WTT","Trichogramma","papilionis","","WTT"
"Trichogramma","parkeri","","WTT","Trichogramma","parkeri","","WTT","Trichogramma","parkeri","","WTT","Trichogramma","parkeri","","WTT"
"Trichogramma","parnarae","","WTT","Trichogramma","parnarae","","WTT","Trichogramma","parnarae","","WTT","Trichogramma","parnarae","","WTT"
"Trichogramma","pelovi","","WTT","Trichogramma","pelovi","","WTT","Trichogramma","pelovi","","WTT","Trichogramma","pelovi","","WTT"
"Trichogramma","perkinsi","","WTT","Trichogramma","perkinsi","","WTT","Trichogramma","perkinsi","","WTT","Trichogramma","perkinsi","","WTT"
"Trichogramma","piceum","","WTT","Trichogramma","piceum","","WTT","Trichogramma","piceum","","WTT","Trichogramma","piceum","","WTT"
"Trichogramma","pintoi","","WTT","Trichogramma","pintoi","","WTT","Trichogramma","pintoi","","WTT","Trichogramma","pintoi","","WTT"
"Trichogramma","pintureaui","","WTT","Trichogramma","pintureaui","","WTT","Trichogramma","pintureaui","","WTT","Trichogramma","pintureaui","","WTT"
"Trichogramma","piracicabense","","WTT","Trichogramma","piracicabense","","WTT","Trichogramma","piracicabense","","WTT","Trichogramma","piracicabense","","WTT"
"Trichogramma","pkcal","!","WTT","Trichogramma","pkcal","!","WTT","Trichogramma","pkcal","!","WTT","Trichogramma","pkcal","!","WTT"
"Trichogramma","plasseyense","","WTT","Trichogramma","plasseyense","","WTT","Trichogramma","plasseyense","","WTT","Trichogramma","plasseyense","","WTT"
"Trichogramma","platneri","","WTT","Trichogramma","platneri","","WTT","Trichogramma","platneri","","WTT","Trichogramma","platneri","","WTT"
"Trichogramma","poliae","","WTT","Trichogramma","poliae","","WTT","Trichogramma","poliae","","WTT","Trichogramma","poliae","","WTT"
"Trichogramma","polychrosis","","WTT","Trichogramma","polychrosis","","WTT","Trichogramma","polychrosis","","WTT","Trichogramma","polychrosis","","WTT"
"Trichogramma","pratissolii","","WTT","Trichogramma","pratissolii","","WTT","Trichogramma","pratissolii","","WTT","Trichogramma","pratissolii","","WTT"
"Trichogramma","pratti","","WTT","Trichogramma","pratti","","WTT","Trichogramma","pratti","","WTT","Trichogramma","pratti","","WTT"
"Trichogramma","pretiosum","","WTT","Trichogramma","pretiosum","","WTT","Trichogramma","pretiosum","","WTT","Trichogramma","pretiosum","","WTT"
"Trichogramma","principium","","WTT","Trichogramma","principium","","WTT","Trichogramma","principium","","WTT","Trichogramma","principium","","WTT"
"Trichogramma","psocopterae","","WTT","Trichogramma","psocopterae","","WTT","Trichogramma","psocopterae","","WTT","Trichogramma","psocopterae","","WTT"
"Trichogramma","raoi","","WTT","Trichogramma","raoi","","WTT","Trichogramma","raoi","","WTT","Trichogramma","raoi","","WTT"
"Trichogramma","retorridum","","WTT","Trichogramma","retorridum","","WTT","Trichogramma","retorridum","","WTT","Trichogramma","retorridum","","WTT"
"Trichogramma","rojasi","","WTT","Trichogramma","rojasi","","WTT","Trichogramma","rojasi","","WTT","Trichogramma","rojasi","","WTT"
"Trichogramma","sankarani","","WTT","Trichogramma","sankarani","","WTT","Trichogramma","sankarani","","WTT","Trichogramma","sankarani","","WTT"
"Trichogramma","savalense","","WTT","Trichogramma","savalense","","WTT","Trichogramma","savalense","","WTT","Trichogramma","savalense","","WTT"
"Trichogramma","sembeli","","WTT","Trichogramma","sembeli","","WTT","Trichogramma","sembeli","","WTT","Trichogramma","sembeli","","WTT"
"Trichogramma","semblidis","","WTT","Trichogramma","semblidis","","WTT","Trichogramma","semblidis","","WTT","Trichogramma","semblidis","","WTT"
"Trichogramma","semifumatum","","WTT","Trichogramma","semifumatum","","WTT","Trichogramma","semifumatum","","WTT","Trichogramma","semifumatum","","WTT"
"Trichogramma","sericini","","WTT","Trichogramma","sericini","","WTT","Trichogramma","sericini","","WTT","Trichogramma","sericini","","WTT"
"Trichogramma","shaanxiense","","WTT","Trichogramma","shaanxiense","","WTT","Trichogramma","shaanxiense","","WTT","Trichogramma","shaanxiense","","WTT"
"Trichogramma","sibiricum","","WTT","Trichogramma","sibiricum","","WTT","Trichogramma","sibiricum","","WTT","Trichogramma","sibiricum","","WTT"
"Trichogramma","siddiqi","","WTT","Trichogramma","siddiqi","","WTT","Trichogramma","siddiqi","","WTT","Trichogramma","siddiqi","","WTT"
"Trichogramma","silvestre","","WTT","Trichogramma","silvestre","","WTT","Trichogramma","silvestre","","WTT","Trichogramma","silvestre","","WTT"
"Trichogramma","sinuosum","","WTT","Trichogramma","sinuosum","","WTT","Trichogramma","sinuosum","","WTT","Trichogramma","sinuosum","","WTT"
"Trichogramma","sorokinae","","WTT","Trichogramma","sorokinae","","WTT","Trichogramma","sorokinae","","WTT","Trichogramma","sorokinae","","WTT"
"Trichogramma","tajimaense","","WTT","Trichogramma","tajimaense","","WTT","Trichogramma","tajimaense","","WTT","Trichogramma","tajimaense","","WTT"
"Trichogramma","tenebrosum","","WTT","Trichogramma","tenebrosum","","WTT","Trichogramma","tenebrosum","","WTT","Trichogramma","tenebrosum","","WTT"
"Trichogramma","terani","","WTT","Trichogramma","terani","","WTT","Trichogramma","terani","","WTT","Trichogramma","terani","","WTT"
"Trichogramma","thalense","","WTT","Trichogramma","thalense","","WTT","Trichogramma","thalense","","WTT","Trichogramma","thalense","","WTT"
"Trichogramma","tielingense","","WTT","Trichogramma","tielingense","","WTT","Trichogramma","tielingense","","WTT","Trichogramma","tielingense","","WTT"
"Trichogramma","trjapitzini","","WTT","Trichogramma","trjapitzini","","WTT","Trichogramma","trjapitzini","","WTT","Trichogramma","trjapitzini","","WTT"
"Trichogramma","tshumakovae","","WTT","Trichogramma","tshumakovae","","WTT","Trichogramma","tshumakovae","","WTT","Trichogramma","tshumakovae","","WTT"
"Trichogramma","turkeiense","","WTT","Trichogramma","turkeiense","","WTT","Trichogramma","turkeiense","","WTT","Trichogramma","turkeiense","","WTT"
"Trichogramma","turkestanicum","","WTT","Trichogramma","turkestanicum","","WTT","Trichogramma","turkestanicum","","WTT","Trichogramma","turkestanicum","","WTT"
"Trichogramma","urquijoi","","WTT","Trichogramma","urquijoi","","WTT","Trichogramma","urquijoi","","WTT","Trichogramma","urquijoi","","WTT"
"Trichogramma","ussuricum","","WTT","Trichogramma","ussuricum","","WTT","Trichogramma","ussuricum","","WTT","Trichogramma","ussuricum","","WTT"
"Trichogramma","valmiri","","WTT","Trichogramma","valmiri","","WTT","Trichogramma","valmiri","","WTT","Trichogramma","valmiri","","WTT"
"Trichogramma","vargasi","","WTT","Trichogramma","vargasi","","WTT","Trichogramma","vargasi","","WTT","Trichogramma","vargasi","","WTT"
"Trichogramma","yabui","","WTT","Trichogramma","yabui","","WTT","Trichogramma","yabui","","WTT","Trichogramma","yabui","","WTT"
"Trichogramma","yawarae","","WTT","Trichogramma","yawarae","","WTT","Trichogramma","yawarae","","WTT","Trichogramma","yawarae","","WTT"
"Trichogramma","zahiri","","WTT","Trichogramma","zahiri","","WTT","Trichogramma","zahiri","","WTT","Trichogramma","zahiri","","WTT"
"Trichogramma","zeirapherae","","WTT","Trichogramma","zeirapherae","","WTT","Trichogramma","zeirapherae","","WTT","Trichogramma","zeirapherae","","WTT"
"Trichogrammatoidea","","","WTT","Trichogrammatoidea","","","WTT","Trichogrammatoidea","","","WTT","Trichogrammatoidea","","","WTT"
"Trichogrammatoidea","annulata","","WTT","Trichogrammatoidea","annulata","","WTT","Trichogrammatoidea","annulata","","WTT","Trichogrammatoidea","annulata","","WTT"
"Trichogrammatoidea","armigera","","WTT","Trichogrammatoidea","armigera","","WTT","Trichogrammatoidea","armigera","","WTT","Trichogrammatoidea","armigera","","WTT"
"Trichogrammatoidea","bactrae","","WTT","Trichogrammatoidea","bactrae","","WTT","Trichogrammatoidea","bactrae","","WTT","Trichogrammatoidea","bactrae","","WTT"
"Trichogrammatoidea","brasiliensis","","WTT","Trichogrammatoidea","brasiliensis","","WTT","Trichogrammatoidea","brasiliensis","","WTT","Trichogrammatoidea","brasiliensis","","WTT"
"Trichogrammatoidea","cojuangcoi","","WTT","Trichogrammatoidea","cojuangcoi","","WTT","Trichogrammatoidea","cojuangcoi","","WTT","Trichogrammatoidea","cojuangcoi","","WTT"
"Trichogrammatoidea","cryptophlebiae","","WTT","Trichogrammatoidea","cryptophlebiae","","WTT","Trichogrammatoidea","cryptophlebiae","","WTT","Trichogrammatoidea","cryptophlebiae","","WTT"
"Trichogrammatoidea","eldanae","","WTT","Trichogrammatoidea","eldanae","","WTT","Trichogrammatoidea","eldanae","","WTT","Trichogrammatoidea","eldanae","","WTT"
"Trichogrammatoidea","flava","","WTT","Trichogrammatoidea","flava","","WTT","Trichogrammatoidea","flava","","WTT","Trichogrammatoidea","flava","","WTT"
"Trichogrammatoidea","fulva","","WTT","Trichogrammatoidea","fulva","","WTT","Trichogrammatoidea","fulva","","WTT","Trichogrammatoidea","fulva","","WTT"
"Trichogrammatoidea","fumata","","WTT","Trichogrammatoidea","fumata","","WTT","Trichogrammatoidea","fumata","","WTT","Trichogrammatoidea","fumata","","WTT"
"Trichogrammatoidea","guamensis","","WTT","Trichogrammatoidea","guamensis","","WTT","Trichogrammatoidea","guamensis","","WTT","Trichogrammatoidea","guamensis","","WTT"
"Trichogrammatoidea","lutea","","WTT","Trichogrammatoidea","lutea","","WTT","Trichogrammatoidea","lutea","","WTT","Trichogrammatoidea","lutea","","WTT"
"Trichogrammatoidea","nana","","WTT","Trichogrammatoidea","nana","","WTT","Trichogrammatoidea","nana","","WTT","Trichogrammatoidea","nana","","WTT"
"Trichogrammatoidea","prabhakeri","","WTT","Trichogrammatoidea","prabhakeri","","WTT","Trichogrammatoidea","prabhakeri","","WTT","Trichogrammatoidea","prabhakeri","","WTT"
"Trichogrammatoidea","robusta","","WTT","Trichogrammatoidea","robusta","","WTT","Trichogrammatoidea","robusta","","WTT","Trichogrammatoidea","robusta","","WTT"
"Trichogrammatoidea","ruficolorata","","WTT","Trichogrammatoidea","ruficolorata","","WTT","Trichogrammatoidea","ruficolorata","","WTT","Trichogrammatoidea","ruficolorata","","WTT"
"Trichogrammatoidea","simmondsi","","WTT","Trichogrammatoidea","simmondsi","","WTT","Trichogrammatoidea","simmondsi","","WTT","Trichogrammatoidea","simmondsi","","WTT"
"Trichogrammatoidea","thoseae","","WTT","Trichogrammatoidea","thoseae","","WTT","Trichogrammatoidea","thoseae","","WTT","Trichogrammatoidea","thoseae","","WTT"
"Trichogrammatomyia","tortricis","","WTT","Trichogrammatomyia","tortricis","","WTT","Trichogrammatomyia","tortricis","","WTT","Trichogrammatomyia","tortricis","","WTT"
"Trichomalopsis","reduvii","","PZD","Trichomalopsis","reduvii","","PZD","Trichomalopsis","reduvii","","PZD","Trichomalopsis","reduvii","","PZD"
"Trjapitzinellus","obscurus","","EE","Trjapitzinellus","obscurus","","EE","Trjapitzinellus","obscurus","","EE","Trjapitzinellus","obscurus","","EE"
"Tumidiclava","","","WOC","Tumidiclava","","","WOC","Tumidiclava","","","WOC","Tumidiclava","","","WOC"
"Tumidiclava","magnicorpa","","WOC","Tumidiclava","magnicorpa","","WOC","Tumidiclava","magnicorpa","","WOC","Tumidiclava","magnicorpa","","WOC"
"Tumidiclava","pulchrinotum","","WOC","Tumidiclava","pulchrinotum","","WOC","Tumidiclava","pulchrinotum","","WOC","Tumidiclava","pulchrinotum","","WOC"
"Tumidiclava","tenkasiensis","","WOC","Tumidiclava","tenkasiensis","","WOC","Tumidiclava","tenkasiensis","","WOC","Tumidiclava","tenkasiensis","","WOC"
"Tyndarichus","kuriri","","EE","Tyndarichus","kuriri","","EE","Tyndarichus","kuriri","","EE","Tyndarichus","kuriri","","EE"
"Tyndarichus","melanacis","","EE","Tyndarichus","melanacis","","EE","Tyndarichus","melanacis","","EE","Tyndarichus","melanacis","","EE"
"Tyndarichus","navae","","EE","Tyndarichus","navae","","EE","Tyndarichus","navae","","EE","Tyndarichus","navae","","EE"
"Ufens","","","WOC","Ufens","","","WOC","Ufens","","","WOC","Ufens","","","WOC"
"Ufens","ceratus","","WOC","Ufens","ceratus","","WOC","Ufens","ceratus","","WOC","Ufens","ceratus","","WOC"
"Ufens","dilativena","","WOC","Ufens","dilativena","","WOC","Ufens","dilativena","","WOC","Ufens","dilativena","","WOC"
"Ufens","foersteri","","WOC","Ufens","foersteri","","WOC","Ufens","foersteri","","WOC","Ufens","foersteri","","WOC"
"Ufens","jaipurensis","","WOC","Ufens","jaipurensis","","WOC","Ufens","jaipurensis","","WOC","Ufens","jaipurensis","","WOC"
"Ufens","latipennis","","WOC","Ufens","latipennis","","WOC","Ufens","latipennis","","WOC","Ufens","latipennis","","WOC"
"Ufens","niger","","WOC","Ufens","niger","","WOC","Ufens","niger","","WOC","Ufens","niger","","WOC"
"Ufens","principalis","","WOC","Ufens","principalis","","WOC","Ufens","principalis","","WOC","Ufens","principalis","","WOC"
"Ufens","rimatus","","WOC","Ufens","rimatus","","WOC","Ufens","rimatus","","WOC","Ufens","rimatus","","WOC"
"Ufens","simplipenis","","WOC","Ufens","simplipenis","","WOC","Ufens","simplipenis","","WOC","Ufens","simplipenis","","WOC"
"Umairia","chidambaramensis","","BA","Umairia","chidambaramensis","","BA","Umairia","chidambaramensis","","BA","Umairia","chidambaramensis","","BA"
"Umairia","laiba","","BA","Umairia","laiba","","BA","Umairia","laiba","","BA","Umairia","laiba","","BA"
"Uscana","","","WOC","Uscana","","","WOC","Uscana","","","WOC","Uscana","","","WOC"
"Uscana","bruchidiusi","","WOC","Uscana","bruchidiusi","","WOC","Uscana","bruchidiusi","","WOC","Uscana","bruchidiusi","","WOC"
"Uscana","callosobruchi","","WOC","Uscana","callosobruchi","","WOC","Uscana","callosobruchi","","WOC","Uscana","callosobruchi","","WOC"
"Uscana","caryedoni","","WOC","Uscana","caryedoni","","WOC","Uscana","caryedoni","","WOC","Uscana","caryedoni","","WOC"
"Uscana","corythaumaii","","WOC","Uscana","corythaumaii","","WOC","Uscana","corythaumaii","","WOC","Uscana","corythaumaii","","WOC"
"Uscana","femoralis","A","WOC","Uscana","femoralis","A","WOC","Uscana","femoralis","A","WOC","Uscana","femoralis","A","WOC"
"Uscana","indica","","WOC","Uscana","indica","","WOC","Uscana","indica","","WOC","Uscana","indica","","WOC"
